Incidence_ID,IncidenceCode,Driver_ID,Weight,Date,Status
i1002634-1,accident,d1002634,0.27,21/04/2024,Resolved
i1001637-1,accident,d1001637,0.47,19/08/2025,UnderReview
i1001154-2,routeDelay,d1001154,0.65,10/03/2025,Open
i1002258-1,routeDelay,d1002258,0.19,06/04/2024,UnderReview
i1002690-1,theft,d1002690,0.68,14/06/2024,Open
i1001984-1,theft,d1001984,0.82,04/12/2024,Pending
i1001695-4,maintenance,d1001695,0.07,31/07/2024,UnderReview
i1002644-1,routeDelay,d1002644,0.88,24/12/2024,Resolved
i1001376-3,theft,d1001376,0.76,15/03/2024,UnderReview
i1001077-3,licenseFine,d1001077,0.13,23/04/2025,Resolved
i1001948-1,accident,d1001948,0.34,22/09/2024,Pending
i1002599-3,licenseFine,d1002599,0.97,13/08/2025,Resolved
i1001154-1,maintenance,d1001154,0.06,28/06/2025,Pending
i1002704-4,accident,d1002704,0.37,14/07/2024,Pending
i1001159-4,theft,d1001159,0.69,27/03/2025,Open
i1002212-3,licenseFine,d1002212,0.72,17/01/2024,Open
i1001266-2,theft,d1001266,0.68,13/05/2024,UnderReview
i1001094-1,theft,d1001094,0.98,10/04/2025,Resolved
i1001785-3,accident,d1001785,0.86,02/08/2024,Open
i1001256-1,theft,d1001256,0.75,12/09/2024,Resolved
i1001187-3,maintenance,d1001187,0.23,26/03/2025,UnderReview
i1001268-2,maintenance,d1001268,0.2,03/08/2025,UnderReview
i1002191-5,maintenance,d1002191,0.89,18/04/2025,Pending
i1001253-2,theft,d1001253,0.42,08/04/2024,UnderReview
i1002563-5,theft,d1002563,0.15,03/03/2025,Open
i1002407-2,licenseFine,d1002407,0.59,25/07/2025,Pending
i1002521-3,licenseFine,d1002521,0.57,09/06/2024,UnderReview
i1001104-1,speeding,d1001104,0.69,02/01/2024,UnderReview
i1001894-3,accident,d1001894,0.45,25/09/2024,UnderReview
i1002263-4,routeDelay,d1002263,0.81,23/11/2024,Open
i1001679-4,routeDelay,d1001679,0.4,20/11/2024,UnderReview
i1002605-4,licenseFine,d1002605,0.39,26/07/2025,Pending
i1001459-1,licenseFine,d1001459,0.55,16/06/2024,Pending
i1001765-3,accident,d1001765,0.11,07/01/2024,Resolved
i1001108-5,speeding,d1001108,0.14,02/01/2024,Open
i1002431-2,licenseFine,d1002431,0.93,12/09/2024,Open
i1001310-5,licenseFine,d1001310,0.55,19/03/2024,Pending
i1001901-4,licenseFine,d1001901,0.38,09/08/2024,Open
i1002601-4,licenseFine,d1002601,0.64,15/10/2024,Pending
i1001560-3,routeDelay,d1001560,0.65,07/08/2024,UnderReview
i1001437-4,speeding,d1001437,0.58,02/08/2024,Resolved
i1001909-1,theft,d1001909,0.75,27/04/2025,Pending
i1001416-5,theft,d1001416,0.33,14/05/2024,Open
i1001351-2,licenseFine,d1001351,0.81,16/08/2025,Open
i1002350-5,routeDelay,d1002350,0.31,30/06/2025,Pending
i1002343-5,maintenance,d1002343,0.99,09/06/2024,UnderReview
i1001004-5,theft,d1001004,0.95,10/09/2024,Resolved
i1001967-1,theft,d1001967,0.84,15/06/2025,Open
i1001866-4,routeDelay,d1001866,0.1,03/07/2024,Pending
i1002743-4,licenseFine,d1002743,0.67,24/06/2025,Resolved
i1001279-2,maintenance,d1001279,0.19,02/11/2024,Pending
i1002805-3,theft,d1002805,0.31,24/10/2024,UnderReview
i1001127-3,theft,d1001127,0.38,13/07/2025,Resolved
i1002775-3,accident,d1002775,0.89,15/08/2025,UnderReview
i1002308-3,licenseFine,d1002308,0.17,08/05/2025,UnderReview
i1001022-3,theft,d1001022,0.3,07/10/2024,Open
i1002953-1,routeDelay,d1002953,0.23,25/03/2024,Pending
i1001484-3,speeding,d1001484,0.15,09/01/2024,Pending
i1001169-2,theft,d1001169,0.49,02/03/2024,Open
i1002737-2,maintenance,d1002737,0.56,18/02/2024,Pending
i1001477-5,licenseFine,d1001477,0.22,26/06/2025,UnderReview
i1001640-2,maintenance,d1001640,0.65,21/02/2025,Resolved
i1002408-5,theft,d1002408,0.05,05/08/2025,Resolved
i1002625-5,theft,d1002625,0.34,29/06/2024,UnderReview
i1002983-5,routeDelay,d1002983,0.68,10/10/2024,Pending
i1002554-1,speeding,d1002554,0.53,16/11/2024,Open
i1002213-4,maintenance,d1002213,0.56,18/05/2025,Pending
i1001469-3,maintenance,d1001469,0.94,15/04/2024,Resolved
i1001286-4,routeDelay,d1001286,0.53,17/07/2025,Resolved
i1002880-4,maintenance,d1002880,0.78,22/04/2024,Pending
i1002319-1,speeding,d1002319,0.94,13/09/2024,Pending
i1002048-4,theft,d1002048,0.94,04/10/2024,Open
i1001413-5,maintenance,d1001413,0.73,11/02/2025,Resolved
i1001046-3,routeDelay,d1001046,0.56,30/10/2024,Resolved
i1003000-2,accident,d1003000,0.22,17/04/2024,UnderReview
i1001043-3,licenseFine,d1001043,0.36,27/05/2024,UnderReview
i1002734-1,speeding,d1002734,0.31,02/05/2025,Open
i1001467-4,accident,d1001467,0.28,20/04/2024,Open
i1001627-1,routeDelay,d1001627,0.71,19/05/2025,Pending
i1001184-5,licenseFine,d1001184,0.66,14/06/2025,Pending
i1001976-5,maintenance,d1001976,0.08,31/08/2024,UnderReview
i1002523-1,maintenance,d1002523,0.59,16/05/2025,Open
i1002640-5,licenseFine,d1002640,0.23,08/07/2025,Open
i1001916-4,accident,d1001916,0.9,01/01/2025,Pending
i1002734-5,speeding,d1002734,0.48,23/11/2024,Resolved
i1001199-1,maintenance,d1001199,0.37,24/06/2025,UnderReview
i1001741-4,routeDelay,d1001741,0.55,27/05/2025,Pending
i1001877-3,accident,d1001877,0.68,06/09/2024,Resolved
i1002426-2,routeDelay,d1002426,0.2,06/11/2024,Open
i1001119-3,maintenance,d1001119,0.11,27/05/2024,Resolved
i1001366-5,licenseFine,d1001366,0.08,23/09/2024,UnderReview
i1001846-1,licenseFine,d1001846,0.21,13/11/2024,Open
i1001195-5,routeDelay,d1001195,0.55,27/08/2024,Pending
i1002158-2,theft,d1002158,0.16,20/04/2024,Pending
i1002438-2,speeding,d1002438,0.19,04/05/2025,UnderReview
i1002448-1,maintenance,d1002448,0.9,13/06/2024,Pending
i1002527-1,routeDelay,d1002527,0.45,14/09/2024,Pending
i1002159-4,licenseFine,d1002159,0.53,20/01/2024,UnderReview
i1001184-1,maintenance,d1001184,0.41,06/01/2024,UnderReview
i1002083-3,accident,d1002083,0.55,06/02/2024,Pending
i1002323-1,licenseFine,d1002323,0.79,29/01/2024,Open
i1002370-2,licenseFine,d1002370,0.25,12/02/2024,Resolved
i1001679-4,maintenance,d1001679,0.94,16/06/2024,Open
i1001967-1,maintenance,d1001967,0.48,12/03/2024,Pending
i1002456-4,maintenance,d1002456,0.91,12/10/2024,Pending
i1002874-2,licenseFine,d1002874,0.62,02/02/2024,Pending
i1002406-3,speeding,d1002406,0.36,06/04/2024,UnderReview
i1002747-4,licenseFine,d1002747,0.72,28/03/2025,Open
i1002936-3,theft,d1002936,0.07,01/03/2024,Pending
i1002914-4,licenseFine,d1002914,0.5,26/07/2025,UnderReview
i1002782-1,maintenance,d1002782,0.43,25/12/2024,UnderReview
i1001995-2,routeDelay,d1001995,0.14,21/06/2025,Pending
i1002646-5,theft,d1002646,0.92,31/03/2025,Open
i1002967-4,accident,d1002967,0.75,24/09/2024,Resolved
i1002543-4,speeding,d1002543,0.97,21/06/2024,Pending
i1001288-1,routeDelay,d1001288,0.23,22/07/2024,Resolved
i1001581-2,theft,d1001581,0.38,04/03/2024,Pending
i1002898-4,accident,d1002898,0.87,19/09/2024,UnderReview
i1001759-4,speeding,d1001759,0.3,15/01/2024,Open
i1002087-4,maintenance,d1002087,0.78,20/02/2024,UnderReview
i1001254-5,theft,d1001254,0.8,09/02/2024,Resolved
i1002036-3,maintenance,d1002036,0.55,20/09/2024,UnderReview
i1001312-4,licenseFine,d1001312,0.47,26/02/2024,Open
i1001919-3,routeDelay,d1001919,0.46,16/11/2024,Pending
i1002436-5,theft,d1002436,0.14,10/05/2025,UnderReview
i1002532-5,theft,d1002532,0.75,04/06/2024,Open
i1002297-2,licenseFine,d1002297,0.74,03/03/2025,Resolved
i1001703-2,theft,d1001703,0.9,10/06/2024,Resolved
i1002731-4,accident,d1002731,0.28,04/03/2024,UnderReview
i1001458-4,accident,d1001458,0.48,14/09/2024,Resolved
i1001769-1,licenseFine,d1001769,0.41,04/07/2025,Open
i1001796-2,licenseFine,d1001796,0.28,11/02/2025,UnderReview
i1001063-1,licenseFine,d1001063,0.35,22/01/2025,Resolved
i1002970-5,speeding,d1002970,0.2,07/02/2024,Open
i1002637-4,licenseFine,d1002637,0.47,27/07/2025,Pending
i1001180-5,routeDelay,d1001180,0.53,29/05/2024,UnderReview
i1002980-3,maintenance,d1002980,0.42,28/08/2024,Pending
i1002796-3,routeDelay,d1002796,0.42,19/10/2024,Pending
i1002225-1,theft,d1002225,0.72,21/02/2025,Open
i1001101-3,licenseFine,d1001101,0.25,30/03/2025,Open
i1001091-4,theft,d1001091,0.07,05/07/2025,Pending
i1002080-5,licenseFine,d1002080,0.25,23/08/2025,UnderReview
i1001506-5,accident,d1001506,0.08,18/10/2024,Resolved
i1001450-1,speeding,d1001450,0.25,29/02/2024,UnderReview
i1001013-4,maintenance,d1001013,0.73,10/07/2025,Resolved
i1001616-4,speeding,d1001616,0.77,20/11/2024,UnderReview
i1002190-2,routeDelay,d1002190,0.75,01/12/2024,Open
i1001469-1,maintenance,d1001469,0.2,25/04/2025,Pending
i1002636-3,routeDelay,d1002636,0.79,03/05/2024,UnderReview
i1001223-5,routeDelay,d1001223,0.38,29/04/2024,UnderReview
i1001476-2,accident,d1001476,0.76,09/09/2024,Open
i1001759-3,licenseFine,d1001759,0.31,27/04/2024,UnderReview
i1001894-5,accident,d1001894,0.77,22/03/2024,Pending
i1001078-4,accident,d1001078,0.47,01/10/2024,Open
i1001626-1,licenseFine,d1001626,0.71,12/06/2024,Pending
i1001748-1,speeding,d1001748,0.82,23/03/2024,Pending
i1001627-5,accident,d1001627,0.11,27/08/2024,Pending
i1001357-2,routeDelay,d1001357,0.94,30/07/2024,Resolved
i1002831-2,routeDelay,d1002831,0.7,30/08/2024,UnderReview
i1001034-4,maintenance,d1001034,0.62,25/06/2025,Open
i1002958-1,routeDelay,d1002958,0.76,24/02/2024,Pending
i1001665-1,theft,d1001665,0.66,20/07/2025,Open
i1001300-3,speeding,d1001300,0.3,23/06/2024,UnderReview
i1001216-5,accident,d1001216,0.6,17/12/2024,Open
i1002560-3,speeding,d1002560,0.57,14/08/2025,Resolved
i1001038-1,theft,d1001038,0.84,26/03/2025,UnderReview
i1002418-5,theft,d1002418,0.82,05/12/2024,Open
i1001893-2,speeding,d1001893,0.37,09/02/2025,Resolved
i1001686-4,speeding,d1001686,0.85,31/01/2024,Resolved
i1001142-2,routeDelay,d1001142,0.25,19/03/2024,Pending
i1002029-3,speeding,d1002029,0.18,14/09/2024,UnderReview
i1001980-3,maintenance,d1001980,0.9,16/04/2024,Pending
i1002381-2,theft,d1002381,0.89,21/06/2025,Resolved
i1002741-5,maintenance,d1002741,0.53,05/04/2024,UnderReview
i1001191-4,speeding,d1001191,0.83,28/08/2024,Open
i1002211-4,licenseFine,d1002211,0.79,26/07/2025,Resolved
i1002061-3,theft,d1002061,0.13,27/01/2025,Pending
i1002319-3,speeding,d1002319,0.62,10/12/2024,UnderReview
i1002289-3,maintenance,d1002289,0.9,20/06/2024,Pending
i1001876-3,maintenance,d1001876,0.27,29/05/2024,Pending
i1002888-3,routeDelay,d1002888,0.37,02/04/2025,Resolved
i1001293-4,speeding,d1001293,0.26,26/02/2024,UnderReview
i1002637-5,speeding,d1002637,0.3,19/09/2024,Open
i1002238-3,routeDelay,d1002238,0.81,26/01/2025,Resolved
i1001209-1,speeding,d1001209,0.47,08/06/2025,Resolved
i1002959-4,maintenance,d1002959,0.34,04/05/2024,Resolved
i1002310-2,speeding,d1002310,0.07,24/06/2024,Pending
i1002194-4,theft,d1002194,0.66,23/02/2025,Pending
i1001261-1,maintenance,d1001261,0.11,01/02/2025,Pending
i1001779-5,speeding,d1001779,0.66,26/08/2024,UnderReview
i1002792-4,accident,d1002792,0.59,29/12/2024,Resolved
i1002226-2,theft,d1002226,0.42,31/05/2024,UnderReview
i1001822-1,accident,d1001822,0.54,28/12/2024,Resolved
i1002235-4,licenseFine,d1002235,0.63,29/05/2025,Pending
i1002607-2,maintenance,d1002607,0.25,23/12/2024,Resolved
i1001586-5,accident,d1001586,0.49,18/08/2024,Pending
i1001024-3,licenseFine,d1001024,0.3,10/06/2025,Resolved
i1001658-3,licenseFine,d1001658,0.16,28/02/2025,Pending
i1001923-2,licenseFine,d1001923,0.99,23/01/2024,Open
i1001436-3,maintenance,d1001436,0.18,11/01/2025,Open
i1002071-5,speeding,d1002071,0.43,21/10/2024,Open
i1001609-4,routeDelay,d1001609,0.56,09/12/2024,Open
i1001883-3,licenseFine,d1001883,0.24,12/02/2025,UnderReview
i1001066-5,theft,d1001066,0.62,14/04/2024,UnderReview
i1002411-4,licenseFine,d1002411,0.61,31/03/2024,Resolved
i1001057-1,licenseFine,d1001057,0.15,22/06/2025,UnderReview
i1002731-5,licenseFine,d1002731,0.05,27/03/2025,Pending
i1002837-3,maintenance,d1002837,0.44,04/05/2025,Resolved
i1002394-2,routeDelay,d1002394,0.16,24/06/2025,Resolved
i1001094-1,maintenance,d1001094,0.89,29/01/2025,Open
i1001434-2,routeDelay,d1001434,0.08,22/08/2025,Pending
i1002567-4,maintenance,d1002567,0.84,09/11/2024,Open
i1001435-1,accident,d1001435,0.18,14/03/2024,Open
i1001370-2,maintenance,d1001370,0.69,12/08/2025,UnderReview
i1001638-5,speeding,d1001638,0.12,06/06/2025,UnderReview
i1001068-5,licenseFine,d1001068,0.52,19/08/2025,UnderReview
i1002679-5,speeding,d1002679,0.63,04/03/2024,Open
i1002210-2,accident,d1002210,0.12,29/04/2024,Pending
i1002651-3,accident,d1002651,0.78,24/03/2024,Open
i1002550-4,speeding,d1002550,0.38,28/06/2024,Pending
i1001662-4,accident,d1001662,0.49,23/11/2024,Open
i1001564-3,speeding,d1001564,0.09,03/07/2024,UnderReview
i1001156-2,maintenance,d1001156,0.4,26/06/2025,UnderReview
i1001315-1,theft,d1001315,0.44,12/04/2024,Pending
i1002700-3,theft,d1002700,0.81,03/01/2025,Pending
i1001727-3,accident,d1001727,0.85,28/06/2025,Open
i1002658-3,speeding,d1002658,0.48,15/05/2025,UnderReview
i1001105-4,licenseFine,d1001105,0.59,29/11/2024,Pending
i1002386-5,theft,d1002386,0.98,30/03/2025,Open
i1001636-3,accident,d1001636,0.8,20/04/2025,UnderReview
i1001781-2,maintenance,d1001781,0.87,16/04/2025,Open
i1001852-1,routeDelay,d1001852,0.62,28/02/2024,Resolved
i1002776-2,routeDelay,d1002776,0.36,05/05/2024,Resolved
i1001817-3,licenseFine,d1001817,0.44,04/05/2024,Open
i1001256-5,routeDelay,d1001256,0.06,12/01/2024,UnderReview
i1002062-3,theft,d1002062,0.33,19/07/2025,Open
i1002402-4,accident,d1002402,0.24,21/07/2024,Resolved
i1002479-5,routeDelay,d1002479,0.29,05/07/2025,Pending
i1001785-2,maintenance,d1001785,0.7,26/01/2024,Open
i1002793-2,theft,d1002793,0.94,24/08/2024,Open
i1001222-1,routeDelay,d1001222,0.95,14/11/2024,Open
i1002787-3,routeDelay,d1002787,0.62,09/04/2024,Pending
i1002133-4,accident,d1002133,0.2,02/08/2025,Resolved
i1001835-5,speeding,d1001835,0.88,18/01/2024,UnderReview
i1002109-3,routeDelay,d1002109,0.34,01/02/2024,Open
i1002204-2,theft,d1002204,0.48,11/12/2024,Resolved
i1002287-1,maintenance,d1002287,0.99,13/03/2025,Pending
i1001431-2,theft,d1001431,0.13,26/08/2024,Pending
i1002796-1,accident,d1002796,0.64,14/02/2024,UnderReview
i1001648-5,theft,d1001648,0.22,29/02/2024,UnderReview
i1002556-2,routeDelay,d1002556,0.63,08/03/2024,Resolved
i1002475-5,routeDelay,d1002475,0.08,05/02/2024,UnderReview
i1001042-5,maintenance,d1001042,0.58,16/08/2025,Resolved
i1002922-1,routeDelay,d1002922,0.86,18/06/2025,Open
i1002113-1,accident,d1002113,0.22,06/01/2025,Pending
i1001286-4,theft,d1001286,0.82,31/01/2024,UnderReview
i1002813-4,maintenance,d1002813,0.88,23/07/2024,Pending
