Package_ID,PackageName,PackageQuant,PackageSize,PackageWeigh,PackageValue,Volume,PickupStop_ID,DeliveryStop_ID,Route_ID
p1372,Petz Package,2,XL,14kg,"R$ 29.730,00",94,1086,1043,r1355
p1373,Food Package,6,L,27kg,"R$ 1.996,00",119,1037,1334,r2603
p1374,E‑commerce Package,9,XXL,96kg,"R$ 811,00",66,192,331,r1773
p1375,Retail Package,4,L,34kg,"R$ 27.567,00",123,1468,241,r2569
p1376,Petz Package,9,S,12kg,"R$ 15.014,00",132,721,1456,r2197
p1377,Petz Package,9,XL,35kg,"R$ 5.461,00",154,1812,1377,r1231
p1378,Retail Package,9,S,71kg,"R$ 35.429,00",142,1857,574,r1027
p1379,Petz Package,1,XXL,80kg,"R$ 6.048,00",146,1374,1419,r2539
p1380,Retail Package,7,XXL,17kg,"R$ 32.407,00",125,1630,1282,r1422
p1381,E‑commerce Package,6,L,92kg,"R$ 46.188,00",18,1642,219,r2731
p1382,Petz Package,2,S,17kg,"R$ 13.079,00",90,1169,459,r2204
p1383,Food Package,9,L,79kg,"R$ 40.534,00",93,886,1087,r2872
p1384,Retail Package,2,XL,54kg,"R$ 45.920,00",130,1531,380,r2633
p1385,Food Package,5,XXL,71kg,"R$ 48.893,00",110,1304,1757,r1129
p1386,Food Package,6,GG,18kg,"R$ 1.955,00",180,1077,194,r2658
p1387,E‑commerce Package,7,XS,17kg,"R$ 11.057,00",134,333,237,r1050
p1388,E‑commerce Package,3,XL,49kg,"R$ 14.742,00",16,257,56,r1242
p1389,Retail Package,5,XS,11kg,"R$ 36.981,00",109,225,310,r2823
p1390,E‑commerce Package,7,GG,96kg,"R$ 10.643,00",135,1775,1648,r1140
p1391,E‑commerce Package,5,GG,40kg,"R$ 5.974,00",194,1531,508,r1262
p1392,Petz Package,1,S,39kg,"R$ 44.696,00",87,816,487,r2486
p1393,Food Package,6,M,73kg,"R$ 24.819,00",152,1560,350,r2512
p1394,Retail Package,2,XL,90kg,"R$ 23.953,00",26,1120,106,r2124
p1395,E‑commerce Package,1,S,64kg,"R$ 42.207,00",194,809,1473,r1057
p1396,Petz Package,4,XL,90kg,"R$ 32.804,00",82,1817,764,r1352
p1397,Food Package,2,GG,38kg,"R$ 43.183,00",156,1865,170,r1398
p1398,Food Package,6,XS,37kg,"R$ 4.167,00",36,1561,883,r2201
p1399,Petz Package,9,XL,1kg,"R$ 32.271,00",151,2,1691,r1261
p1400,Food Package,8,XL,8kg,"R$ 41.665,00",159,515,1590,r1069
p1401,E‑commerce Package,3,GG,23kg,"R$ 45.651,00",112,1537,727,r2266
p1402,Retail Package,7,S,79kg,"R$ 14.172,00",188,601,549,r1787
p1403,Food Package,1,S,70kg,"R$ 28.890,00",12,1343,1185,r2333
p1404,Retail Package,5,XL,13kg,"R$ 20.875,00",169,903,500,r2868
p1405,Petz Package,1,L,97kg,"R$ 31.527,00",88,681,1798,r2458
p1406,Petz Package,6,XXL,70kg,"R$ 5.949,00",176,829,777,r1711
p1407,Retail Package,2,XL,70kg,"R$ 16.753,00",78,1459,1277,r1621
p1408,E‑commerce Package,5,S,97kg,"R$ 21.263,00",173,704,229,r1259
p1409,E‑commerce Package,3,M,40kg,"R$ 499,00",150,1793,726,r1674
p1410,Retail Package,3,XXL,83kg,"R$ 32.891,00",114,1415,1736,r2839
p1411,Food Package,6,XS,73kg,"R$ 19.758,00",37,808,834,r2319
p1412,Retail Package,2,XXL,75kg,"R$ 26.348,00",95,1967,377,r1961
p1413,Petz Package,9,XS,62kg,"R$ 41.731,00",43,1162,538,r2938
p1414,Retail Package,7,S,43kg,"R$ 3.901,00",88,1116,220,r1445
p1415,Retail Package,9,S,40kg,"R$ 2.624,00",120,1855,1401,r2381
p1416,Petz Package,6,XS,63kg,"R$ 9.101,00",127,286,275,r2090
p1417,Food Package,8,GG,59kg,"R$ 4.503,00",139,1531,1636,r2902
p1418,Retail Package,2,XL,6kg,"R$ 12.685,00",181,1165,489,r1696
p1419,Petz Package,6,GG,95kg,"R$ 44.612,00",164,1027,660,r2388
p1420,E‑commerce Package,2,GG,43kg,"R$ 15.260,00",74,884,1240,r2940
p1421,Food Package,6,M,14kg,"R$ 21.639,00",136,39,1334,r2554
p1422,Food Package,5,S,88kg,"R$ 9.933,00",99,173,855,r1997
p1423,Petz Package,7,GG,3kg,"R$ 6.844,00",50,1742,441,r1872
p1424,E‑commerce Package,4,S,51kg,"R$ 29.053,00",153,1111,1736,r2355
p1425,Retail Package,10,XS,64kg,"R$ 45.545,00",21,911,1124,r1238
p1426,Petz Package,7,L,6kg,"R$ 5.830,00",18,1079,639,r1277
p1427,Petz Package,4,XXL,81kg,"R$ 22.747,00",83,1809,838,r2294
p1428,Petz Package,10,L,48kg,"R$ 34.514,00",94,302,1823,r1197
p1429,E‑commerce Package,3,GG,14kg,"R$ 6.377,00",148,758,1343,r2413
p1430,Food Package,9,L,16kg,"R$ 37.589,00",184,1377,1089,r1167
p1431,Petz Package,3,XXL,56kg,"R$ 1.496,00",127,1721,873,r1378
p1432,Retail Package,2,GG,32kg,"R$ 4.609,00",45,1706,1660,r1535
p1433,Petz Package,2,XL,13kg,"R$ 40.101,00",181,1902,1936,r1793
p1434,Petz Package,1,M,76kg,"R$ 28.818,00",73,863,313,r2107
p1435,E‑commerce Package,7,S,10kg,"R$ 17.627,00",44,897,1081,r2500
p1436,Food Package,2,S,53kg,"R$ 1.800,00",33,1528,1881,r2969
p1437,Retail Package,7,GG,45kg,"R$ 9.103,00",3,1770,1181,r1671
p1438,E‑commerce Package,6,M,99kg,"R$ 33.923,00",142,496,1242,r1106
p1439,Food Package,4,XS,61kg,"R$ 14.415,00",25,1435,409,r1048
p1440,Food Package,10,XL,65kg,"R$ 24.987,00",122,1239,1149,r2059
p1441,Petz Package,10,L,22kg,"R$ 31.931,00",11,1862,1715,r2789
p1442,E‑commerce Package,3,XL,77kg,"R$ 9.522,00",6,175,1387,r2886
p1443,Retail Package,6,GG,47kg,"R$ 3.729,00",39,369,1460,r2261
p1444,E‑commerce Package,3,S,16kg,"R$ 33.806,00",171,1573,1147,r2303
p1445,Food Package,7,GG,84kg,"R$ 10.329,00",13,252,1895,r2660
p1446,Food Package,7,XXL,18kg,"R$ 28.063,00",187,1577,836,r1497
p1447,Petz Package,3,XXL,35kg,"R$ 11.525,00",115,1452,264,r1412
p1448,Food Package,3,S,22kg,"R$ 4.229,00",139,1916,545,r1351
p1449,Food Package,5,GG,3kg,"R$ 48.962,00",197,778,1575,r1428
p1450,Petz Package,1,GG,93kg,"R$ 20.346,00",53,90,1971,r2453
p1451,Food Package,9,XL,6kg,"R$ 48.171,00",112,856,1851,r2224
p1452,Food Package,4,S,59kg,"R$ 16.974,00",182,1113,631,r2258
p1453,Petz Package,3,L,39kg,"R$ 10.053,00",41,1405,445,r1716
p1454,Food Package,7,S,9kg,"R$ 22.214,00",49,564,1445,r1367
p1455,Retail Package,2,XL,38kg,"R$ 13.033,00",186,459,22,r1325
p1456,Food Package,1,XXL,20kg,"R$ 27.525,00",67,1618,1493,r2127
p1457,Food Package,7,M,51kg,"R$ 23.869,00",39,1656,1334,r1259
p1458,Food Package,1,XL,18kg,"R$ 19.638,00",78,434,1524,r1101
p1459,E‑commerce Package,4,XL,59kg,"R$ 15.692,00",92,1853,387,r2626
p1460,Food Package,1,XS,59kg,"R$ 45.898,00",2,616,1143,r1043
p1461,Retail Package,2,XXL,23kg,"R$ 44.349,00",101,993,13,r1993
p1462,Retail Package,6,S,15kg,"R$ 18.579,00",128,1983,1263,r1029
p1463,Petz Package,5,S,79kg,"R$ 16.737,00",156,95,314,r2309
p1464,E‑commerce Package,1,XL,8kg,"R$ 32.896,00",187,910,1316,r2484
p1465,Food Package,9,XXL,63kg,"R$ 49.896,00",77,582,447,r2374
p1466,Retail Package,9,S,9kg,"R$ 26.234,00",130,1131,344,r1480
p1467,Petz Package,10,M,72kg,"R$ 41.986,00",182,1928,1129,r1020
p1468,Petz Package,8,XXL,81kg,"R$ 29.714,00",147,676,167,r2345
p1469,E‑commerce Package,3,XXL,65kg,"R$ 4.687,00",180,466,897,r1461
p1470,Retail Package,1,S,72kg,"R$ 43.116,00",49,1597,1840,r2562
p1471,Petz Package,3,XL,67kg,"R$ 4.732,00",95,519,615,r1482
p1472,Retail Package,4,XS,23kg,"R$ 19.490,00",189,1418,519,r1913
p1473,Retail Package,1,M,81kg,"R$ 18.648,00",174,1689,507,r2233
p1474,Retail Package,5,XXL,60kg,"R$ 16.545,00",87,1299,606,r1703
p1475,Retail Package,2,XXL,97kg,"R$ 6.979,00",45,94,1282,r1852
p1476,E‑commerce Package,4,M,71kg,"R$ 34.956,00",119,1549,511,r2556
p1477,E‑commerce Package,1,XXL,36kg,"R$ 48.004,00",129,1139,172,r2364
p1478,Retail Package,4,XXL,75kg,"R$ 42.010,00",11,1521,229,r2128
p1479,E‑commerce Package,6,XS,14kg,"R$ 40.086,00",190,224,1600,r2179
p1480,E‑commerce Package,7,M,21kg,"R$ 17.684,00",170,1862,1115,r2486
p1481,Retail Package,6,L,91kg,"R$ 34.054,00",100,881,815,r2736
p1482,Petz Package,7,XL,47kg,"R$ 35.266,00",25,140,640,r1199
p1483,Retail Package,7,XS,95kg,"R$ 21.882,00",99,702,237,r2306
p1484,Food Package,7,GG,79kg,"R$ 20.216,00",43,1640,1927,r1237
p1485,Retail Package,9,M,85kg,"R$ 35.073,00",84,981,1824,r1608
p1486,Food Package,8,XL,90kg,"R$ 44.990,00",172,1011,1205,r2029
p1487,Retail Package,6,S,82kg,"R$ 10.930,00",189,561,1731,r1741
p1488,Petz Package,10,GG,51kg,"R$ 30.522,00",64,999,207,r1833
p1489,Food Package,4,L,59kg,"R$ 9.880,00",41,645,1504,r1877
p1490,Retail Package,7,XL,26kg,"R$ 11.742,00",41,1701,1906,r1565
p1491,Petz Package,3,L,27kg,"R$ 11.172,00",138,1884,1001,r2733
p1492,Food Package,7,XXL,5kg,"R$ 7.446,00",156,1212,1380,r2923
p1493,Petz Package,7,XL,35kg,"R$ 22.844,00",5,958,1922,r2145
p1494,Petz Package,6,XL,94kg,"R$ 31.428,00",98,273,1958,r2086
p1495,E‑commerce Package,9,S,37kg,"R$ 14.443,00",90,1326,1112,r1357
p1496,Food Package,2,XL,48kg,"R$ 20.785,00",6,557,122,r2047
p1497,Retail Package,9,XS,60kg,"R$ 30.878,00",64,1313,315,r1013
p1498,E‑commerce Package,7,GG,46kg,"R$ 31.837,00",61,449,81,r2568
p1499,Petz Package,9,GG,41kg,"R$ 115,00",134,1209,96,r1728
p1500,Retail Package,5,XS,30kg,"R$ 30.460,00",64,1911,308,r1121
p1501,E‑commerce Package,3,XL,46kg,"R$ 10.204,00",9,795,1578,r1053
p1502,Food Package,3,XL,23kg,"R$ 38.298,00",68,590,57,r1058
p1503,Food Package,1,L,81kg,"R$ 45.822,00",89,553,1195,r2514
p1504,Retail Package,2,XS,82kg,"R$ 21.901,00",82,1599,666,r1080
p1505,Petz Package,5,XS,84kg,"R$ 43.544,00",9,346,621,r1461
p1506,Retail Package,5,XXL,31kg,"R$ 32.887,00",167,289,1811,r1046
p1507,Petz Package,6,XS,41kg,"R$ 40.462,00",78,1979,1766,r2729
p1508,Food Package,10,XXL,9kg,"R$ 48.939,00",24,752,1219,r2683
p1509,Petz Package,1,XS,13kg,"R$ 45.793,00",35,1669,446,r2720
p1510,Retail Package,5,XXL,98kg,"R$ 11.434,00",7,1885,850,r1232
p1511,Petz Package,4,XL,88kg,"R$ 42.545,00",170,1605,64,r1819
p1512,Retail Package,6,GG,79kg,"R$ 3.094,00",177,1375,721,r2821
p1513,Retail Package,3,L,34kg,"R$ 7.322,00",126,604,1194,r1729
p1514,Food Package,9,XXL,2kg,"R$ 27.616,00",4,838,983,r1573
p1515,Food Package,9,XS,93kg,"R$ 43.531,00",64,658,1104,r2542
p1516,Food Package,10,L,85kg,"R$ 27.500,00",103,954,688,r1865
p1517,Petz Package,7,M,15kg,"R$ 38.184,00",157,561,1951,r2849
p1518,Petz Package,7,XS,24kg,"R$ 6.583,00",78,1426,1666,r1785
p1519,Food Package,2,XL,53kg,"R$ 18.895,00",155,1355,1072,r2603
p1520,Petz Package,4,XS,53kg,"R$ 36.553,00",98,1355,758,r1192
p1521,Food Package,10,M,44kg,"R$ 11.870,00",13,1565,6,r1055
p1522,E‑commerce Package,6,XL,83kg,"R$ 20.573,00",29,555,1305,r1585
p1523,E‑commerce Package,6,XL,36kg,"R$ 22.051,00",56,215,687,r1536
p1524,E‑commerce Package,8,XS,24kg,"R$ 13.549,00",175,1224,1983,r1229
p1525,Petz Package,5,S,76kg,"R$ 1.118,00",129,1157,83,r1476
p1526,E‑commerce Package,5,XL,97kg,"R$ 23.113,00",176,223,1512,r2333
p1527,Food Package,4,XS,42kg,"R$ 20.914,00",33,798,1117,r2405
p1528,Food Package,9,S,45kg,"R$ 28.465,00",195,118,1065,r1391
p1529,Retail Package,4,XS,72kg,"R$ 20.361,00",22,1722,7,r1277
p1530,Petz Package,1,M,60kg,"R$ 39.413,00",111,1492,24,r1618
p1531,Petz Package,3,XS,70kg,"R$ 37.495,00",36,1324,1203,r2822
p1532,Retail Package,3,S,95kg,"R$ 21.353,00",3,411,421,r1054
p1533,Petz Package,9,L,2kg,"R$ 2.610,00",82,693,1219,r2287
p1534,Petz Package,1,M,75kg,"R$ 20.943,00",37,1903,419,r1505
p1535,Petz Package,6,GG,15kg,"R$ 27.885,00",41,1104,1942,r2712
p1536,Food Package,3,XS,38kg,"R$ 44.644,00",174,1242,1171,r1876
p1537,E‑commerce Package,5,XXL,81kg,"R$ 11.085,00",108,1085,1792,r1439
p1538,Food Package,7,S,86kg,"R$ 22.298,00",81,909,1605,r1201
p1539,Petz Package,6,M,36kg,"R$ 19.710,00",62,1968,1416,r2514
p1540,E‑commerce Package,6,XS,59kg,"R$ 17.606,00",53,1760,164,r1367
p1541,E‑commerce Package,8,XS,14kg,"R$ 30.505,00",180,1263,41,r1075
p1542,Food Package,8,L,78kg,"R$ 42.659,00",47,717,13,r2437
p1543,E‑commerce Package,6,XS,51kg,"R$ 24.430,00",85,1790,1563,r1438
p1544,Retail Package,10,XXL,22kg,"R$ 17.350,00",137,1760,445,r1705
p1545,Food Package,3,XL,9kg,"R$ 15.759,00",111,1971,257,r2039
p1546,Food Package,3,XL,73kg,"R$ 29.107,00",42,1221,771,r2282
p1547,Retail Package,2,XXL,15kg,"R$ 16.005,00",131,1113,1342,r1384
p1548,Petz Package,3,M,32kg,"R$ 43.082,00",19,1952,56,r2228
p1549,Retail Package,5,XXL,7kg,"R$ 40.533,00",77,65,1755,r2077
p1550,Retail Package,6,XXL,14kg,"R$ 35.718,00",174,1140,7,r2954
p1551,Retail Package,1,GG,72kg,"R$ 13.363,00",107,413,927,r1101
p1552,Petz Package,6,L,79kg,"R$ 38.451,00",32,163,5,r2970
p1553,Food Package,10,L,74kg,"R$ 23.196,00",134,1630,61,r2365
p1554,E‑commerce Package,6,XL,77kg,"R$ 3.636,00",142,1454,1182,r2495
p1555,E‑commerce Package,3,XXL,59kg,"R$ 48.960,00",113,410,1417,r1891
p1556,E‑commerce Package,8,S,51kg,"R$ 46.998,00",182,983,10,r1761
p1557,Petz Package,2,L,54kg,"R$ 20.603,00",130,1829,998,r1451
p1558,Retail Package,3,S,15kg,"R$ 20.014,00",181,661,1183,r1710
p1559,Retail Package,6,L,21kg,"R$ 46.895,00",42,1296,1760,r2603
p1560,Retail Package,4,S,62kg,"R$ 20.234,00",185,1934,229,r1476
p1561,Petz Package,1,M,98kg,"R$ 5.822,00",68,1938,880,r1204
p1562,E‑commerce Package,5,L,85kg,"R$ 42.730,00",111,542,776,r2870
p1563,Retail Package,1,XL,4kg,"R$ 13.698,00",153,1053,1224,r2604
p1564,Food Package,8,XXL,2kg,"R$ 47.270,00",131,635,1476,r2545
p1565,Retail Package,6,GG,52kg,"R$ 5.957,00",43,298,473,r2012
p1566,Retail Package,1,XS,97kg,"R$ 21.321,00",161,101,783,r1423
p1567,E‑commerce Package,7,S,67kg,"R$ 39.572,00",179,1936,260,r2363
p1568,Petz Package,10,S,78kg,"R$ 26.478,00",15,552,54,r2417
p1569,Petz Package,1,M,27kg,"R$ 46.417,00",70,668,1396,r2072
p1570,Food Package,9,XXL,60kg,"R$ 18.983,00",193,1498,1379,r1206
p1571,Food Package,2,S,94kg,"R$ 36.358,00",51,875,1748,r2563
p1572,Retail Package,4,XXL,72kg,"R$ 23.551,00",199,1660,1254,r2045
p1573,Petz Package,8,GG,22kg,"R$ 37.289,00",183,1274,536,r1989
p1574,E‑commerce Package,2,GG,1kg,"R$ 44.714,00",104,719,634,r2366
p1575,Retail Package,8,XS,18kg,"R$ 2.276,00",138,1373,489,r1586
p1576,Petz Package,6,L,67kg,"R$ 19.315,00",24,558,1269,r1820
p1577,Petz Package,5,M,80kg,"R$ 47.951,00",9,1791,191,r2513
p1578,Retail Package,7,XS,63kg,"R$ 27.908,00",191,815,1284,r1451
p1579,Food Package,1,S,25kg,"R$ 1.613,00",183,1872,1154,r2286
p1580,Retail Package,5,XL,83kg,"R$ 48.718,00",23,1725,1193,r1028
p1581,E‑commerce Package,1,XL,49kg,"R$ 20.096,00",83,109,1382,r2924
p1582,Food Package,1,XS,6kg,"R$ 2.037,00",41,323,499,r2888
p1583,Retail Package,5,GG,86kg,"R$ 12.386,00",107,1187,1934,r1721
p1584,Food Package,6,S,25kg,"R$ 34.907,00",75,352,1797,r2893
p1585,Petz Package,6,XS,95kg,"R$ 22.971,00",74,889,1649,r1446
p1586,Food Package,4,XXL,51kg,"R$ 2.220,00",6,1047,813,r2730
p1587,Retail Package,2,S,25kg,"R$ 42.151,00",109,752,1600,r2508
p1588,E‑commerce Package,1,XS,1kg,"R$ 17.365,00",22,721,1141,r1359
p1589,E‑commerce Package,7,GG,83kg,"R$ 46.413,00",131,1748,560,r1477
p1590,Retail Package,6,S,88kg,"R$ 25.855,00",4,1913,1246,r2319
p1591,Retail Package,4,XL,17kg,"R$ 34.665,00",113,161,680,r2450
p1592,Food Package,6,M,97kg,"R$ 33.023,00",149,1545,770,r1943
p1593,Retail Package,3,S,19kg,"R$ 45.106,00",154,847,753,r2621
p1594,Petz Package,4,XXL,76kg,"R$ 35.392,00",47,1665,1488,r1949
p1595,Petz Package,4,XL,57kg,"R$ 44.404,00",195,548,1350,r2713
p1596,E‑commerce Package,7,GG,29kg,"R$ 46.737,00",140,1963,2,r1213
p1597,Retail Package,4,L,81kg,"R$ 43.632,00",9,936,773,r2996
p1598,Retail Package,3,S,29kg,"R$ 6.158,00",14,1423,853,r1269
p1599,Petz Package,4,S,39kg,"R$ 37.762,00",115,347,1222,r1061
p1600,E‑commerce Package,3,GG,4kg,"R$ 30.714,00",14,236,803,r1545
p1601,Retail Package,5,M,54kg,"R$ 3.923,00",177,1833,108,r2065
p1602,Petz Package,10,XS,32kg,"R$ 18.699,00",142,1159,278,r1329
p1603,Retail Package,3,XS,25kg,"R$ 45.901,00",65,701,1339,r2678
p1604,Food Package,5,XL,59kg,"R$ 36.823,00",56,941,1688,r2759
p1605,Food Package,9,L,86kg,"R$ 22.662,00",180,1240,1260,r2255
p1606,Food Package,3,XS,35kg,"R$ 35.572,00",91,975,1437,r1603
p1607,Food Package,7,XS,99kg,"R$ 28.808,00",112,1193,1207,r1927
p1608,Retail Package,6,XXL,64kg,"R$ 14.572,00",75,331,713,r2700
p1609,E‑commerce Package,6,L,59kg,"R$ 12.946,00",149,650,350,r2660
p1610,E‑commerce Package,2,S,50kg,"R$ 31.717,00",37,1057,1625,r1588
p1611,Petz Package,3,GG,43kg,"R$ 19.262,00",197,815,855,r1200
p1612,Food Package,9,XXL,1kg,"R$ 24.044,00",23,820,1140,r1753
p1613,Food Package,3,M,36kg,"R$ 26.616,00",174,945,83,r2234
p1614,Food Package,7,GG,71kg,"R$ 27.137,00",79,1686,1873,r1585
p1615,E‑commerce Package,7,XL,62kg,"R$ 24.218,00",38,1730,1212,r1138
p1616,E‑commerce Package,3,M,36kg,"R$ 46.249,00",33,967,189,r2622
p1617,Petz Package,10,M,12kg,"R$ 29.559,00",128,1454,1045,r2131
p1618,Retail Package,9,XL,19kg,"R$ 47.246,00",132,9,1414,r2433
p1619,E‑commerce Package,1,XS,59kg,"R$ 44.460,00",35,1841,1630,r2330
p1620,E‑commerce Package,3,XS,82kg,"R$ 38.499,00",129,1865,1345,r2845
p1621,Food Package,9,GG,30kg,"R$ 34.725,00",183,1791,180,r2606
p1622,E‑commerce Package,6,GG,83kg,"R$ 7.833,00",96,236,1263,r1441
p1623,E‑commerce Package,7,XXL,15kg,"R$ 35.755,00",141,1131,225,r1418
p1624,Retail Package,3,GG,50kg,"R$ 31.764,00",137,1364,28,r2588
p1625,Retail Package,4,XXL,67kg,"R$ 8.320,00",56,1637,1541,r2341
p1626,Food Package,6,L,7kg,"R$ 36.260,00",65,1259,835,r1780
p1627,Retail Package,1,GG,58kg,"R$ 16.231,00",178,240,1666,r2327
p1628,E‑commerce Package,4,S,10kg,"R$ 17.340,00",45,315,1394,r1113
p1629,Petz Package,3,XS,8kg,"R$ 2.257,00",124,917,506,r2213
p1630,Retail Package,9,XS,24kg,"R$ 43.257,00",124,263,648,r2798
p1631,Petz Package,9,XL,77kg,"R$ 16.677,00",140,1264,45,r2521
p1632,Food Package,2,XXL,26kg,"R$ 32.420,00",162,963,148,r2251
p1633,E‑commerce Package,10,XXL,95kg,"R$ 21.741,00",109,1335,716,r2768
p1634,E‑commerce Package,2,L,17kg,"R$ 24.525,00",119,3,106,r2359
p1635,Retail Package,7,M,19kg,"R$ 34.547,00",194,1414,1042,r1212
p1636,E‑commerce Package,7,XS,2kg,"R$ 41.598,00",62,1909,484,r2248
p1637,Petz Package,10,GG,17kg,"R$ 28.386,00",37,1889,549,r2040
p1638,E‑commerce Package,5,M,21kg,"R$ 7.364,00",142,1279,852,r2213
p1639,Petz Package,3,XL,82kg,"R$ 36.764,00",94,888,844,r2988
p1640,Retail Package,8,S,38kg,"R$ 29.620,00",184,931,854,r1075
p1641,Retail Package,7,GG,56kg,"R$ 24.739,00",8,1519,1817,r2203
p1642,Retail Package,9,GG,61kg,"R$ 26.174,00",183,1590,64,r2305
p1643,Petz Package,1,XS,53kg,"R$ 46.366,00",94,1838,36,r2164
p1644,E‑commerce Package,1,XL,76kg,"R$ 36.430,00",174,1367,621,r2612
p1645,Retail Package,10,XS,23kg,"R$ 7.389,00",89,1297,1925,r1534
p1646,Retail Package,6,S,6kg,"R$ 48.428,00",179,1253,1192,r1396
p1647,Petz Package,10,S,55kg,"R$ 40.868,00",179,1698,1640,r1247
p1648,E‑commerce Package,7,S,3kg,"R$ 9.739,00",79,464,963,r1617
p1649,Petz Package,1,XXL,44kg,"R$ 16.782,00",156,1285,828,r2065
p1650,Retail Package,6,GG,57kg,"R$ 12.714,00",76,1578,55,r2418
p1651,Petz Package,1,GG,22kg,"R$ 40.092,00",87,1904,1166,r1724
p1652,Petz Package,3,XXL,47kg,"R$ 6.724,00",83,540,196,r1818
p1653,E‑commerce Package,4,L,47kg,"R$ 36.313,00",151,1887,105,r1664
p1654,E‑commerce Package,7,L,19kg,"R$ 46.863,00",23,1919,1269,r2764
p1655,E‑commerce Package,3,M,67kg,"R$ 33.491,00",181,1210,1435,r2265
p1656,Petz Package,5,XL,83kg,"R$ 20.737,00",25,20,1170,r1321
p1657,Food Package,7,S,36kg,"R$ 33.765,00",182,240,208,r2844
p1658,Food Package,2,XS,12kg,"R$ 45.766,00",107,1221,1653,r2107
p1659,Retail Package,9,L,87kg,"R$ 7.370,00",143,293,1207,r1873
p1660,E‑commerce Package,7,M,21kg,"R$ 34.720,00",67,70,1191,r1263
p1661,Petz Package,10,GG,10kg,"R$ 23.422,00",27,443,1328,r1948
p1662,Retail Package,1,XL,39kg,"R$ 4.525,00",165,1283,1840,r2694
p1663,Retail Package,5,L,63kg,"R$ 37.844,00",146,1371,1375,r2007
p1664,E‑commerce Package,4,L,57kg,"R$ 32.000,00",170,1906,1130,r2470
p1665,Petz Package,9,L,100kg,"R$ 44.707,00",5,79,1861,r2754
p1666,Food Package,5,S,23kg,"R$ 32.933,00",185,1966,992,r2648
p1667,Petz Package,4,GG,20kg,"R$ 37.731,00",4,1639,1358,r1134
p1668,Petz Package,8,XS,24kg,"R$ 29.457,00",123,760,716,r2730
p1669,E‑commerce Package,1,XS,32kg,"R$ 3.113,00",165,1414,646,r1374
p1670,Petz Package,6,L,13kg,"R$ 42.739,00",15,846,449,r1011
p1671,Petz Package,6,L,30kg,"R$ 10.953,00",149,89,406,r1591
p1672,Food Package,1,GG,81kg,"R$ 26.105,00",64,402,536,r2960
p1673,Retail Package,9,XL,70kg,"R$ 39.035,00",117,80,486,r1122
p1674,E‑commerce Package,1,GG,23kg,"R$ 3.453,00",187,933,801,r2793
p1675,Food Package,7,L,26kg,"R$ 26.517,00",198,274,1795,r2929
p1676,Retail Package,1,L,45kg,"R$ 20.191,00",187,114,888,r1880
p1677,Food Package,6,XXL,80kg,"R$ 5.280,00",47,1164,1949,r2196
p1678,Petz Package,9,M,91kg,"R$ 36.589,00",60,1974,1423,r2407
p1679,E‑commerce Package,4,GG,68kg,"R$ 31.202,00",113,1920,367,r2861
p1680,E‑commerce Package,2,XXL,9kg,"R$ 27.000,00",86,707,92,r1698
p1681,Food Package,2,GG,60kg,"R$ 46.650,00",157,1039,1395,r1603
p1682,Retail Package,10,S,54kg,"R$ 3.546,00",166,457,478,r1926
p1683,Food Package,7,S,6kg,"R$ 11.964,00",38,1798,176,r2828
p1684,Food Package,2,L,88kg,"R$ 23.358,00",68,671,773,r1779
p1685,Retail Package,9,S,21kg,"R$ 8.542,00",157,861,1750,r1698
p1686,Petz Package,5,M,10kg,"R$ 19.413,00",5,86,440,r1256
p1687,Petz Package,5,M,28kg,"R$ 5.431,00",43,725,46,r2702
p1688,Petz Package,6,S,65kg,"R$ 45.246,00",141,1331,777,r2783
p1689,Retail Package,9,S,16kg,"R$ 44.250,00",133,695,674,r1451
p1690,Petz Package,3,M,79kg,"R$ 45.507,00",128,335,106,r2629
p1691,Petz Package,3,XXL,81kg,"R$ 15.668,00",75,1249,1402,r2944
p1692,E‑commerce Package,10,XS,35kg,"R$ 42.034,00",182,1257,244,r2339
p1693,Retail Package,8,GG,6kg,"R$ 28.137,00",21,887,829,r1726
p1694,Petz Package,6,GG,25kg,"R$ 42.743,00",68,1404,961,r2882
p1695,Petz Package,6,M,21kg,"R$ 39.226,00",59,1164,330,r2362
p1696,Retail Package,5,L,88kg,"R$ 46.235,00",23,315,18,r1154
p1697,Petz Package,6,XL,94kg,"R$ 35.604,00",147,1720,815,r1722
p1698,Retail Package,10,M,41kg,"R$ 38.442,00",28,878,1004,r1674
p1699,Food Package,6,L,6kg,"R$ 39.538,00",169,582,1229,r2841
p1700,Petz Package,4,XXL,82kg,"R$ 39.849,00",66,1534,1511,r2777
p1701,Retail Package,1,GG,35kg,"R$ 40.518,00",51,1892,1026,r2202
p1702,Petz Package,7,GG,90kg,"R$ 18.645,00",149,1823,229,r1978
p1703,Food Package,6,S,50kg,"R$ 12.092,00",39,88,143,r1817
p1704,Retail Package,5,GG,65kg,"R$ 40.915,00",126,78,532,r1564
p1705,Food Package,9,S,42kg,"R$ 25.055,00",45,1217,1177,r1957
p1706,Retail Package,5,XS,12kg,"R$ 42.322,00",193,1591,607,r1266
p1707,Retail Package,4,XS,5kg,"R$ 38.439,00",145,1997,1744,r1609
p1708,Petz Package,9,XS,20kg,"R$ 13.443,00",181,1572,1249,r1386
p1709,Retail Package,9,M,47kg,"R$ 13.354,00",111,1368,622,r1990
